"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"0500000US22077","Pointe Coupee Parish, Louisiana","8802","298","44275","3422","66.4","1.6","54011","2759","32.4","1.6","26792","5919","0.2","0.2","-","**","0.1","0.1","-","**","0.0","0.4","-","**","0.6","0.4","20757","3127","0.3","0.2","36786","33072","1.7","0.5","21645","9692","65.4","1.7","54184","2921","2.6","1.0","38036","24911","24.6","1.8","56287","11430","40.5","2.1","55139","6534","32.2","1.8","25458","4724","5759","283","55487","5042","36.5","3.1","55100","10154","63.5","3.1","55712","5812","65.8","3.5","71745","8840","24.8","3.2","34824","5876","9.5","2.1","50065","12827","3043","276","21621","3306","51.8","5.1","17399","2418","45.5","5.8","16604","1433","6.3","3.1","47813","28423","48.2","5.1","27159","5405","38.5","5.4","23565","5639","9.7","3.3","60382","36778","37.4","(X)","(X)","(X)","36.3","(X)","(X)","(X)","36.4","(X)","(X)","(X)",
"0500000US22079","Rapides Parish, Louisiana","48154","648","42132","1504","66.5","0.9","51530","2167","30.4","0.8","26290","1834","0.8","0.2","45909","10432","1.1","0.3","-","**","0.0","0.1","-","**","0.2","0.1","52708","13878","1.1","0.3","49125","21042","2.1","0.3","40000","6028","64.7","0.8","51864","2261","3.6","0.5","26932","8578","31.4","0.8","44202","3099","39.3","0.8","50598","4000","25.7","0.7","33169","2009","32597","642","52299","2189","44.4","1.5","45560","3703","55.6","1.5","56004","1969","65.7","1.5","70736","2980","26.2","1.2","25960","1664","8.1","1.2","36963","4407","15557","628","24108","1717","54.7","2.5","21238","1520","49.2","2.5","20306","1686","5.5","1.3","27974","15135","45.3","2.5","29938","3098","37.4","2.5","26789","3617","7.8","1.4","41898","7019","30.3","(X)","(X)","(X)","30.5","(X)","(X)","(X)","28.7","(X)","(X)","(X)",
"0500000US22081","Red River Parish, Louisiana","3491","144","36831","8803","62.6","2.3","47330","5033","35.0","2.2","19694","6948","0.9","1.1","-","**","0.0","1.0","-","**","0.0","1.0","-","**","0.6","0.9","-","**","0.9","0.8","21813","4114","1.2","0.7","-","**","62.0","2.3","47060","4781","3.0","1.7","38000","36478","27.0","2.8","48462","2230","37.9","3.3","44315","8128","32.1","2.7","18835","4318","2240","195","48538","3101","39.2","4.4","48763","4310","60.8","4.4","47792","7021","64.6","6.4","60788","10736","25.6","5.5","24199","8846","9.8","3.9","47411","14845","1251","184","16763","2586","60.7","6.6","14063","3859","56.7","6.9","13021","3726","4.0","3.7","52768","8508","39.3","6.6","21944","13280","36.7","6.6","21186","9032","2.6","2.8","-","**","38.4","(X)","(X)","(X)","39.9","(X)","(X)","(X)","35.7","(X)","(X)","(X)",
"0500000US22083","Richland Parish, Louisiana","7581","211","35684","3794","67.1","1.8","46059","4672","32.0","1.7","23413","3789","0.0","0.5","-","**","0.1","0.1","-","**","0.0","0.5","-","**","0.0","0.5","-","**","0.8","0.5","37727","14181","0.9","0.5","39545","16000","66.4","1.9","46403","4807","3.7","1.5","18571","3232","28.6","1.9","42594","5677","39.3","2.0","46404","6368","28.4","1.6","25830","2899","5311","276","45546","4343","40.1","3.4","40327","8429","59.9","3.4","47905","4492","67.7","3.6","62227","4272","26.7","3.0","19766","3534","5.7","1.8","29130","13625","2270","225","19040","2502","57.0","5.1","18141","2631","49.4","5.5","17303","2596","7.5","3.9","22038","11914","43.0","5.1","22465","5708","38.2","4.8","18026","7764","4.8","2.9","-","**","38.6","(X)","(X)","(X)","41.9","(X)","(X)","(X)","29.3","(X)","(X)","(X)",
"0500000US22085","Sabine Parish, Louisiana","8984","269","39372","2570","74.8","1.2","44796","2866","14.7","1.0","22922","2310","6.7","1.0","31935","7239","0.5","0.1","-","**","0.1","0.2","-","**","0.3","0.2","27917","19281","2.8","0.7","32625","10373","2.7","0.4","29625","4984","73.7","1.2","45220","2698","2.5","0.8","25417","11706","28.4","1.7","55469","10977","36.9","1.6","43547","5823","32.2","1.6","27430","3126","6112","273","52273","2817","40.0","2.3","56853","7608","60.0","2.3","50595","3275","74.3","2.2","63828","4208","19.8","1.8","20309","2438","6.0","1.2","41974","10370","2872","218","20685","2319","49.6","3.9","15024","2173","46.6","3.9","14498","1767","3.0","1.4","36250","9725","50.4","3.9","25547","1583","45.0","3.9","24559","2683","5.4","1.8","41528","6948","32.6","(X)","(X)","(X)","33.5","(X)","(X)","(X)","29.4","(X)","(X)","(X)",
"0500000US22087","St. Bernard Parish, Louisiana","14732","269","43565","2038","75.0","1.3","47994","3105","20.3","1.0","31847","4082","0.4","0.2","70156","53919","1.8","0.4","35089","5231","0.0","0.1","-","**","1.0","0.5","-","**","1.4","0.6","35909","10885","7.9","0.9","39632","6536","68.8","1.4","49559","3504","3.1","0.8","21902","3710","39.5","1.7","50199","3724","39.9","1.5","46392","4693","17.5","0.9","32721","2604","10257","342","49143","2407","48.4","2.4","46496","4033","51.6","2.4","52002","3129","64.8","2.4","63205","3357","25.8","2.0","23367","2421","9.4","1.7","51447","2900","4475","313","30021","3113","47.5","3.9","22861","5194","39.2","4.0","18902","3390","8.3","2.4","54550","23221","52.5","3.9","33664","3465","37.8","4.1","28520","4354","14.7","3.2","46500","24802","46.5","(X)","(X)","(X)","49.6","(X)","(X)","(X)","38.0","(X)","(X)","(X)",
"0500000US22089","St. Charles Parish, Louisiana","18586","312","61691","2187","72.0","1.2","76014","5526","25.1","1.2","33836","5813","0.1","0.1","-","**","0.8","0.3","46715","41343","0.1","0.1","-","**","1.3","0.6","55926","15468","0.7","0.3","46591","21250","4.7","0.6","60926","3508","68.5","1.2","76037","5821","2.2","0.9","45729","41392","33.6","1.3","62430","6549","44.1","1.4","76515","8699","20.2","0.8","38657","4587","13952","415","73382","4722","46.4","1.9","66011","7595","53.6","1.9","77362","7554","70.7","2.3","94589","4603","23.1","2.2","31639","3776","6.2","1.2","60485","9416","4634","396","33093","2431","45.1","3.8","22472","6542","39.4","3.7","19371","3531","5.8","1.9","76477","28357","54.9","3.8","43443","6806","41.8","4.8","35057","5781","13.1","4.0","81587","9908","33.8","(X)","(X)","(X)","34.4","(X)","(X)","(X)","29.7","(X)","(X)","(X)",
"0500000US22091","St. Helena Parish, Louisiana","4033","219","36418","6549","49.1","3.2","46939","10169","49.5","3.3","22198","8338","0.6","1.1","-","**","0.3","0.4","-","**","0.0","0.9","-","**","0.0","0.1","-","**","0.4","0.6","-","**","0.0","0.1","-","**","49.0","3.2","46939","10133","2.4","1.7","-","**","24.1","3.7","46330","14790","43.0","3.5","29592","6641","30.5","3.2","34442","7057","2678","249","41989","2813","33.5","5.3","42250","11872","66.5","5.3","41970","2897","58.6","6.4","56797","5897","33.3","6.2","26311","5116","8.1","3.9","30133","4378","1355","221","14615","5119","53.7","8.9","16750","6957","50.8","9.3","16125","6618","2.9","3.0","-","**","46.3","8.9","14163","6054","42.1","9.3","14400","7854","4.2","5.1","-","**","36.9","(X)","(X)","(X)","34.8","(X)","(X)","(X)","37.9","(X)","(X)","(X)",
"0500000US22093","St. James Parish, Louisiana","7952","195","51386","5352","51.2","1.8","66433","3624","47.9","1.9","38764","6880","0.3","0.5","-","**","0.2","0.3","-","**","0.0","0.4","-","**","0.3","0.3","-","**","0.2","0.2","-","**","2.6","1.0","-","**","49.6","1.8","67142","4053","2.0","1.2","27500","16205","29.3","2.1","60484","8554","42.8","2.2","64153","6515","25.9","1.3","34432","5661","5666","271","62673","5834","36.9","2.8","64705","8353","63.1","2.8","59392","6448","66.8","3.5","79233","6553","29.1","3.4","26768","3105","4.1","1.7","42069","15633","2286","266","24882","7987","53.2","6.2","18689","2790","46.5","6.8","17679","2365","6.7","4.1","33971","28853","46.8","6.2","43062","5868","42.3","6.9","40700","13297","4.5","2.5","74097","19435","36.9","(X)","(X)","(X)","40.1","(X)","(X)","(X)","29.1","(X)","(X)","(X)",
"0500000US22095","St. John the Baptist Parish, Louisiana","15363","376","51406","2338","46.9","1.5","59429","5639","51.0","1.4","45752","6239","0.1","0.1","-","**","0.5","0.2","59038","54202","0.1","0.3","-","**","0.7","0.4","64115","55126","0.7","0.4","-","**","4.1","0.6","56458","16512","43.4","1.4","59769","5738","2.0","0.9","42188","17314","31.7","1.7","50837","6895","44.5","1.6","62153","4258","21.7","1.2","34574","3876","11394","398","56890","4572","43.1","2.7","51237","9493","56.9","2.7","59343","4670","64.4","3.6","72500","6292","26.6","2.9","28545","5446","9.0","2.5","39242","14224","3969","405","26607","8412","46.4","4.4","22865","2416","38.6","4.2","20978","1921","7.8","2.7","61969","18809","53.6","4.4","37013","9769","40.9","4.9","26204","16250","12.7","4.0","57596","15551","37.5","(X)","(X)","(X)","39.0","(X)","(X)","(X)","31.2","(X)","(X)","(X)",
"0500000US22097","St. Landry Parish, Louisiana","30467","521","31424","1461","59.6","1.0","43228","3329","38.7","1.0","19672","1535","0.0","0.1","-","**","0.3","0.2","-","**","0.0","0.1","-","**","0.3","0.2","48500","16125","1.1","0.4","43125","35629","1.4","0.4","48919","10233","58.5","1.1","43204","3389","3.6","0.7","21726","6799","29.7","1.3","38783","5021","41.0","1.3","38203","3846","25.7","1.0","23239","1411","20502","556","42298","3086","44.3","1.9","36699","7759","55.7","1.9","44432","2838","64.5","2.1","61463","3344","27.8","2.0","16575","1426","7.7","1.3","25123","4713","9965","525","16536","1395","54.4","2.7","14183","1127","48.7","2.7","13216","975","5.7","1.6","35966","11250","45.6","2.7","20589","2069","40.2","3.0","18788","2440","5.4","1.5","34643","7395","37.9","(X)","(X)","(X)","40.6","(X)","(X)","(X)","30.0","(X)","(X)","(X)",
"0500000US22099","St. Martin Parish, Louisiana","19268","429","46450","5026","70.4","1.4","54129","3513","26.5","1.4","27480","3433","0.4","0.2","81429","37098","0.7","0.3","32019","4833","0.0","0.2","-","**","0.6","0.4","33850","1657","1.4","0.5","-","**","1.2","0.4","34675","26634","69.8","1.4","54088","3626","1.9","0.8","21346","18606","33.4","1.7","53027","5795","41.9","1.3","54282","4024","22.8","1.3","26602","2766","13685","512","54944","4134","44.0","2.5","57923","8947","56.0","2.5","53750","4439","69.5","2.7","71730","3968","22.5","2.6","25798","2775","8.0","1.9","43242","17402","5583","430","25272","3013","49.0","3.7","21360","1536","42.3","3.7","20197","2684","6.8","2.4","-","**","51.0","3.7","32259","12438","42.5","3.8","26189","2902","8.5","3.1","58200","14723","33.6","(X)","(X)","(X)","35.2","(X)","(X)","(X)","26.9","(X)","(X)","(X)",
"0500000US22101","St. Mary Parish, Louisiana","20164","376","40771","1353","64.3","1.1","46878","1765","29.0","0.9","27121","1940","1.3","0.3","46389","12453","1.6","0.4","44250","23288","0.0","0.1","-","**","2.4","0.7","47895","18372","1.4","0.4","34500","13944","5.7","0.9","42817","5620","61.2","1.1","47517","2391","3.5","0.9","28958","4231","29.5","1.3","46250","3701","40.8","1.3","50497","2532","26.2","0.9","25871","1633","12198","419","50138","2162","39.0","1.8","48500","3711","61.0","1.8","50974","2063","63.9","2.6","65394","3782","26.5","2.4","23806","2629","9.6","1.8","38224","5746","7966","420","27987","2616","46.0","3.1","23916","2084","41.7","3.2","22808","2924","4.3","1.4","32296","6951","54.0","3.1","36592","5247","45.8","3.3","31817","7756","8.2","2.2","60189","16292","29.0","(X)","(X)","(X)","33.6","(X)","(X)","(X)","20.3","(X)","(X)","(X)",
"0500000US22103","St. Tammany Parish, Louisiana","89893","793","63686","1254","86.2","0.5","67131","1815","10.3","0.4","43207","4430","0.5","0.1","29653","15526","1.2","0.1","60391","29115","0.0","0.1","-","**","0.7","0.2","39077","8404","1.2","0.2","54196","21803","3.7","0.5","51083","5517","83.1","0.7","67681","1800","1.9","0.3","31582","2121","30.7","0.7","70399","2853","42.8","0.7","73986","2309","24.6","0.5","42162","1907","64957","830","75631","1875","42.7","1.1","81351","2599","57.3","1.1","72322","1920","75.8","1.1","89665","2339","17.9","1.0","36050","3256","6.4","0.6","55797","9602","24936","998","33515","2241","52.1","2.2","26846","1952","45.6","2.1","23774","1292","6.4","1.2","49872","16202","47.9","2.2","41498","2367","37.2","2.2","36828","2019","10.8","1.5","65108","5742","31.3","(X)","(X)","(X)","31.7","(X)","(X)","(X)","28.8","(X)","(X)","(X)",
"0500000US22105","Tangipahoa Parish, Louisiana","46068","740","43690","2618","70.6","1.0","53815","2419","27.1","1.0","26230","2412","0.4","0.1","28750","7096","0.6","0.1","-","**","0.0","0.1","-","**","0.2","0.2","77206","36668","1.1","0.4","22226","20094","3.0","0.4","42270","17188","68.0","1.0","54071","2415","5.1","0.7","17431","2804","35.3","1.2","48159","3750","38.5","1.1","54408","2916","21.0","0.9","30225","2947","31014","857","55729","2597","42.1","1.9","49087","7888","57.9","1.9","59806","4023","67.2","2.1","72799","5083","26.0","1.7","22594","3042","6.8","1.5","35553","6290","15054","860","23682","1643","49.8","2.5","20455","1636","41.7","2.6","19428","1493","8.0","1.7","35300","16693","50.2","2.5","30319","4663","39.8","2.9","24874","4234","10.4","1.9","55089","24911","30.7","(X)","(X)","(X)","31.7","(X)","(X)","(X)","26.9","(X)","(X)","(X)",
"0500000US22107","Tensas Parish, Louisiana","1941","97","22385","3927","47.7","2.3","37237","5331","52.2","2.2","15804","1649","0.0","1.8","-","**","0.0","1.8","-","**","0.0","1.8","-","**","0.1","0.2","-","**","0.0","1.8","-","**","0.9","0.3","-","**","46.9","2.3","37434","5748","2.6","1.4","11667","9543","22.6","2.9","22900","4655","39.4","3.1","30625","4429","35.5","2.9","20304","1788","1142","109","32411","3735","35.4","4.9","25625","6194","64.6","4.9","35625","5622","55.1","6.8","44926","7847","35.7","5.8","20000","5368","9.2","3.8","40313","31451","799","99","15104","2280","60.2","6.3","15262","2424","56.2","6.7","15020","2484","4.0","3.5","-","**","39.8","6.3","14500","6047","36.4","5.9","13583","5143","3.4","2.8","-","**","31.8","(X)","(X)","(X)","41.1","(X)","(X)","(X)","17.0","(X)","(X)","(X)",
"0500000US22109","Terrebonne Parish, Louisiana","39825","557","48166","2847","74.5","1.3","55777","2326","18.6","1.1","27345","4337","4.0","0.7","54406","17834","0.8","0.2","49545","14631","0.0","0.1","-","**","0.8","0.3","57917","15298","1.3","0.4","36429","12980","3.5","0.6","52740","11762","72.1","1.2","56016","2401","4.2","0.7","35839","11104","33.9","1.2","59729","5076","39.7","1.4","52339","4324","22.2","0.9","32346","3087","27683","606","57180","2638","43.4","1.7","60056","6138","56.6","1.7","56633","2177","69.1","2.4","73888","3535","21.0","1.8","26394","3124","10.0","1.9","46764","6754","12142","638","26714","3354","47.7","2.9","20892","1462","39.7","2.9","17898","2567","8.0","1.8","52727","27282","52.3","2.9","36236","5498","40.5","3.1","30701","4928","11.8","2.4","67972","20026","40.7","(X)","(X)","(X)","41.4","(X)","(X)","(X)","36.0","(X)","(X)","(X)",
"0500000US22111","Union Parish, Louisiana","8194","366","37049","2579","72.9","1.8","47573","4685","25.6","1.6","17936","3768","0.1","0.2","-","**","0.0","0.4","-","**","0.1","0.2","-","**","0.7","0.7","-","**","0.6","0.4","-","**","3.3","0.7","18796","2212","70.4","1.7","48595","4243","2.3","1.0","19853","6882","26.0","2.0","32325","5874","39.7","2.4","45617","6593","32.0","1.7","34300","6430","5522","355","51262","3231","37.3","3.5","35889","9407","62.7","3.5","56618","5837","73.9","2.9","62449","6281","21.8","2.7","14801","3117","4.3","1.8","61316","20492","2672","262","20313","3437","52.2","5.2","15932","2298","47.8","5.0","14851","1711","4.3","2.6","54667","26201","47.8","5.2","26154","5911","41.5","5.2","23558","7302","6.4","3.6","42361","20104","22.5","(X)","(X)","(X)","24.1","(X)","(X)","(X)","18.8","(X)","(X)","(X)",
"0500000US22113","Vermilion Parish, Louisiana","21743","476","47083","2393","84.3","1.0","51815","2698","12.3","0.9","26421","6157","0.5","0.2","-","**","1.7","0.5","42788","36315","0.0","0.2","-","**","0.2","0.2","-","**","1.0","0.7","11638","5504","2.0","0.4","40560","19791","82.5","1.1","52042","2671","4.0","0.8","30670","11034","31.1","1.5","65751","5040","41.5","1.4","49117","3767","23.5","1.0","29040","2201","15075","514","58338","4649","43.9","2.5","64478","6824","56.1","2.5","53496","5498","70.5","2.6","70122","5561","21.0","2.2","28005","6327","8.6","1.7","40647","8810","6668","447","22175","2639","53.6","3.4","16326","3563","44.0","4.1","13910","1503","9.6","3.5","35682","20506","46.4","3.4","28460","6348","37.8","3.5","26859","5765","8.7","2.7","51250","24631","25.8","(X)","(X)","(X)","27.1","(X)","(X)","(X)","22.0","(X)","(X)","(X)",
"0500000US22115","Vernon Parish, Louisiana","17789","361","46561","1374","78.0","1.2","47814","1822","14.3","0.9","38820","3552","1.3","0.3","35536","19002","1.6","0.3","54667","15121","0.3","0.1","105469","51051","2.0","0.6","46337","7619","2.6","0.6","44114","2675","8.0","0.7","45069","3912","72.9","1.0","48246","2046","8.2","1.1","34725","3705","43.1","1.2","49891","2137","29.9","0.9","55267","3359","18.7","0.8","33401","2394","12638","418","53200","2640","49.6","1.9","50228","2111","50.4","1.9","57300","3588","77.7","2.0","60747","1719","16.0","1.5","24611","2722","6.4","1.4","51125","5450","5151","322","31365","1658","47.0","2.8","20857","1717","40.7","3.3","19355","1308","6.2","1.9","45570","3253","53.0","2.8","37378","2794","46.3","3.1","36422","2184","6.7","1.7","43438","6747","33.3","(X)","(X)","(X)","33.9","(X)","(X)","(X)","30.5","(X)","(X)","(X)",
"0500000US22117","Washington Parish, Louisiana","17487","484","31013","1342","68.7","1.4","36793","1737","29.6","1.4","21269","2012","0.4","0.2","-","**","0.1","0.1","-","**","0.0","0.1","-","**","0.2","0.2","-","**","0.9","0.3","38688","26168","0.8","0.3","45486","38005","68.2","1.4","36730","1619","4.4","1.2","20169","11457","26.5","1.8","36623","3079","40.6","1.8","32197","3698","28.5","1.4","24971","1755","11396","482","44239","2436","36.6","2.8","42782","4940","63.4","2.8","45301","4722","64.3","3.2","58095","5308","26.4","2.5","22853","2482","9.3","2.3","31891","12031","6091","437","15807","2200","56.3","3.9","14459","2321","50.1","4.6","13112","1942","6.2","3.1","35595","6739","43.7","3.9","18323","3896","39.7","3.9","17348","4109","4.0","1.5","24375","8705","32.6","(X)","(X)","(X)","33.6","(X)","(X)","(X)","28.2","(X)","(X)","(X)",
"0500000US22119","Webster Parish, Louisiana","15806","415","31920","1887","64.3","1.5","41723","2072","34.3","1.4","19545","2594","0.5","0.4","38200","17673","0.2","0.2","18698","478","0.2","0.2","-","**","0.0","0.1","-","**","0.6","0.3","35625","34200","1.1","0.4","25547","12894","63.6","1.5","42132","2138","3.1","0.8","26250","5267","27.4","1.6","36500","4169","39.1","1.6","35158","3653","30.4","1.3","27457","2160","9833","469","43106","2976","40.6","2.4","37176","3740","59.4","2.4","45415","2774","69.1","2.9","52935","4935","23.6","2.5","22998","2184","7.2","1.9","27928","18728","5973","419","18525","2320","54.9","3.8","16250","2209","51.3","3.9","15056","1998","3.6","1.4","32292","7740","45.1","3.8","21773","1970","41.9","3.7","20785","2831","3.2","1.3","58529","24980","33.4","(X)","(X)","(X)","35.1","(X)","(X)","(X)","30.2","(X)","(X)","(X)",
"0500000US22121","West Baton Rouge Parish, Louisiana","9253","262","53882","3788","63.0","1.9","72787","9107","35.8","1.9","37500","11418","0.0","0.4","-","**","0.6","0.5","86635","23714","0.0","0.4","-","**","0.2","0.3","-","**","0.5","0.5","-","**","3.1","1.0","51518","39652","60.1","2.1","73736","7661","2.7","1.1","28167","12963","34.6","2.0","57833","11976","41.4","2.3","68259","14783","21.2","1.4","36866","3964","6520","303","67500","8577","43.2","3.0","62729","13350","56.8","3.0","72993","7441","68.2","3.3","96448","9254","23.7","3.2","24651","6083","8.1","2.1","57031","21707","2733","290","28525","6598","52.9","6.3","22526","5302","44.6","6.9","21479","3468","8.3","3.2","47083","27525","47.1","6.3","41061","9485","40.1","6.2","36685","9663","7.0","2.2","73824","30292","36.0","(X)","(X)","(X)","36.5","(X)","(X)","(X)","31.0","(X)","(X)","(X)",
"0500000US22123","West Carroll Parish, Louisiana","4185","164","36670","4933","84.7","2.2","41595","7082","12.9","1.9","19312","1957","0.4","0.5","30769","20889","0.0","0.8","-","**","0.0","0.8","-","**","0.9","0.9","-","**","1.1","0.6","-","**","2.0","0.9","50139","30176","84.0","2.2","41842","7249","2.9","1.7","-","**","25.9","2.6","35038","8667","38.9","2.3","52500","3744","32.2","2.1","27568","2718","2958","159","46316","6751","39.2","3.7","40893","12192","60.8","3.7","49669","5403","69.3","4.9","52966","4736","23.4","4.1","21497","2377","7.3","2.9","38125","25566","1227","156","19253","3184","53.5","6.3","17500","3872","49.1","6.2","16840","4030","4.3","3.7","-","**","46.5","6.3","22750","10258","43.6","6.6","21813","10516","2.9","2.6","30875","8707","37.9","(X)","(X)","(X)","39.5","(X)","(X)","(X)","33.5","(X)","(X)","(X)",
"0500000US22125","West Feliciana Parish, Louisiana","3879","213","53364","7394","62.7","4.1","83795","6090","36.3","4.0","23872","5661","0.5","0.8","-","**","0.0","0.9","-","**","0.0","0.9","-","**","0.0","0.9","-","**","0.4","0.5","78472","51821","0.3","0.3","-","**","62.4","4.1","83862","6102","1.0","0.7","46250","15830","25.6","4.1","68333","23698","41.4","4.0","69508","14744","32.1","2.8","38242","3942","2597","236","79832","9598","40.2","5.3","78385","25789","59.8","5.3","80484","9905","77.0","4.8","92150","10310","17.9","4.4","19542","8206","5.2","2.4","53750","31667","1282","164","24318","8941","59.4","9.3","13720","6913","59.2","9.3","13674","6799","0.2","0.4","-","**","40.6","9.3","40727","11042","35.7","9.4","34600","12876","4.8","4.3","-","**","36.9","(X)","(X)","(X)","33.1","(X)","(X)","(X)","44.7","(X)","(X)","(X)",
"0500000US22127","Winn Parish, Louisiana","5440","273","32063","5259","71.3","2.3","42232","5337","26.5","2.3","18556","4703","1.0","0.6","-","**","0.0","0.6","-","**","0.0","0.6","-","**","0.4","0.5","-","**","0.7","0.7","25909","20263","1.7","1.3","-","**","70.2","2.4","42590","5430","5.4","1.7","12222","7764","27.2","2.7","38061","13249","40.4","2.8","39265","7798","27.0","2.0","27353","5756","3745","260","41298","4922","37.8","4.1","37244","10191","62.2","4.1","43015","7651","70.2","4.9","59843","4766","21.6","3.9","16970","2521","8.1","3.4","25893","15847","1695","245","18018","4393","55.6","6.4","16194","4129","53.0","6.6","15417","3807","2.6","1.9","49423","8008","44.4","6.4","22212","7621","39.8","6.3","21442","8342","4.6","3.3","27727","15694","28.4","(X)","(X)","(X)","30.2","(X)","(X)","(X)","23.7","(X)","(X)","(X)",
