"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"0500000US22075","Plaquemines Parish, Louisiana","8614","271","50314","4333","73.0","2.4","56288","5296","18.2","1.8","34125","6761","1.0","0.7","(X)","(X)","3.7","1.2","(X)","(X)","0.0","0.4","-","**","2.4","1.2","22197","19882","1.7","0.7","37286","25954","5.4","0.7","33197","3869","70.3","2.1","57417","6900","3.4","1.4","38750","9884","33.5","2.0","55541","7142","42.4","2.0","63299","9307","20.8","1.4","26768","2946","6321","388","61345","5375","47.2","3.5","56013","7385","52.8","3.5","66267","5264","69.6","4.2","75938","7016","22.3","3.5","33594","7049","8.1","2.2","35656","9000","2293","332","23117","4578","55.5","6.2","19611","4895","46.1","6.5","14340","6370","9.5","5.4","37292","13030","44.5","6.2","31667","14166","38.7","7.0","29609","15296","5.8","3.0","53125","31947","44.2","(X)","(X)","(X)","43.9","(X)","(X)","(X)","44.0","(X)","(X)","(X)",
"0500000US22077","Pointe Coupee Parish, Louisiana","8726","297","43825","4227","64.5","1.6","57022","5115","34.3","1.5","24882","6047","0.2","0.2","-","**","0.1","0.1","(X)","(X)","0.0","0.4","-","**","0.5","0.4","18482","3333","0.4","0.3","(X)","(X)","1.8","0.5","20724","10824","63.4","1.6","57591","5804","1.7","0.8","40313","26804","24.1","1.5","60363","6661","42.9","1.8","51292","8258","31.2","1.5","27260","3863","5815","273","60729","5156","35.6","3.1","61369","4353","64.4","3.1","58669","8245","68.5","3.4","76164","3547","21.8","3.2","33695","5167","9.7","2.3","44659","10933","2911","364","19950","4653","53.2","5.6","(X)","(X)","47.4","5.8","(X)","(X)","5.7","3.2","(X)","(X)","46.8","5.6","(X)","(X)","37.4","5.1","(X)","(X)","9.4","3.5","(X)","(X)","37.7","(X)","(X)","(X)","35.0","(X)","(X)","(X)","40.0","(X)","(X)","(X)",
"0500000US22079","Rapides Parish, Louisiana","47674","643","40734","1418","67.3","0.8","48821","2287","29.9","0.8","26263","1749","0.7","0.2","45208","15429","1.1","0.3","31526","18929","0.0","0.1","-","**","0.2","0.1","46750","43704","0.8","0.2","34013","18801","2.0","0.3","42311","9015","65.6","0.8","49089","2162","3.3","0.6","25705","8000","30.7","1.1","44313","2687","40.7","1.0","46176","2792","25.3","0.8","31351","1710","31802","782","50803","2074","44.6","1.5","45267","3330","55.4","1.5","54207","1952","67.3","1.7","68217","2533","25.3","1.5","24708","1811","7.4","1.1","35985","5203","15872","755","23683","1595","56.1","2.1","(X)","(X)","51.1","1.9","(X)","(X)","5.0","1.2","(X)","(X)","43.9","2.1","(X)","(X)","37.0","2.1","(X)","(X)","6.9","1.4","(X)","(X)","28.7","(X)","(X)","(X)","28.9","(X)","(X)","(X)","27.3","(X)","(X)","(X)",
"0500000US22081","Red River Parish, Louisiana","3434","156","38000","5108","64.2","2.4","45547","4825","34.8","2.3","24770","4367","0.3","0.2","-","**","0.0","0.9","-","**","0.0","0.9","-","**","0.4","0.6","-","**","0.2","0.3","25500","5617","0.7","0.5","(X)","(X)","63.9","2.4","45352","4667","3.5","1.7","35833","33445","28.4","2.4","48098","3971","37.0","2.2","44216","4953","31.1","2.1","20547","3408","2219","205","47386","4764","39.7","4.2","48155","5901","60.3","4.2","45969","7495","64.5","5.3","(X)","(X)","26.7","4.5","(X)","(X)","8.7","3.2","(X)","(X)","1215","179","17963","2791","54.7","6.3","14680","4891","49.6","5.9","12878","4120","5.1","3.5","46833","25408","45.3","6.3","31250","23755","39.8","7.0","21509","14736","5.5","3.8","68266","37204","37.5","(X)","(X)","(X)","36.3","(X)","(X)","(X)","39.8","(X)","(X)","(X)",
"0500000US22083","Richland Parish, Louisiana","7619","226","36421","3154","67.6","1.9","47766","4704","31.9","1.9","21617","3342","0.0","0.4","-","**","0.1","0.1","-","**","0.0","0.4","-","**","0.0","0.4","-","**","0.4","0.3","44500","41682","0.6","0.6","41125","15938","67.0","2.1","48193","4924","3.6","1.3","20125","3687","29.6","2.1","41709","3683","40.6","1.7","47256","4389","26.2","1.5","25047","3024","5494","306","45641","3530","38.7","3.7","41944","4910","61.3","3.7","47194","3093","69.1","3.5","60295","5958","26.0","3.0","19356","2246","4.9","1.8","32243","10997","2125","244","19275","2049","53.9","5.4","(X)","(X)","49.3","5.5","(X)","(X)","4.7","2.5","(X)","(X)","46.1","5.4","(X)","(X)","41.4","5.6","(X)","(X)","4.7","3.0","(X)","(X)","37.9","(X)","(X)","(X)","41.5","(X)","(X)","(X)","27.0","(X)","(X)","(X)",
"0500000US22085","Sabine Parish, Louisiana","9171","285","38828","2100","74.1","1.5","44966","3403","14.7","1.1","22283","3058","7.1","0.8","31919","7474","0.7","0.1","(X)","(X)","0.2","0.2","-","**","0.7","0.5","(X)","(X)","2.6","0.8","40379","14895","2.6","0.7","30329","7485","73.0","1.4","45248","3109","2.3","0.7","21875","10842","29.3","1.6","54024","11624","37.3","1.5","43939","6029","31.0","1.4","27052","2697","6193","294","50859","3374","39.7","2.2","54056","9230","60.3","2.2","49348","3737","74.1","2.6","62122","4407","19.7","2.1","21161","1633","6.2","1.7","43750","9722","2978","248","20646","2115","47.9","3.5","14750","1422","44.8","3.6","14339","1304","3.1","1.4","24688","12779","52.1","3.5","26240","1995","43.4","3.7","24628","2756","8.7","3.0","64583","44607","33.0","(X)","(X)","(X)","34.3","(X)","(X)","(X)","28.7","(X)","(X)","(X)",
"0500000US22087","St. Bernard Parish, Louisiana","14545","226","42753","1795","75.2","1.2","46517","2720","20.7","1.0","31497","4373","0.3","0.2","44205","34689","2.1","0.4","33313","3245","0.0","0.2","-","**","0.7","0.5","(X)","(X)","1.0","0.3","37212","7849","7.8","0.8","36853","6067","68.7","1.1","47937","4590","3.9","0.9","22224","2065","39.2","1.6","49474","4999","39.8","1.4","44688","4038","17.1","0.9","31881","2446","10186","269","46804","2698","48.1","2.2","42849","3254","51.9","2.2","51529","3493","63.9","2.8","60852","2913","27.1","2.3","25225","3233","9.1","1.5","49427","7928","4359","274","29284","2771","45.6","3.3","19772","3018","38.7","3.4","17456","1820","6.9","1.9","42361","35000","54.4","3.3","33808","3161","39.6","3.9","29914","2967","14.8","2.8","61384","7334","50.1","(X)","(X)","(X)","53.5","(X)","(X)","(X)","40.4","(X)","(X)","(X)",
"0500000US22089","St. Charles Parish, Louisiana","18383","335","59990","2481","73.2","1.3","70933","6063","24.2","1.3","35125","9638","0.2","0.1","(X)","(X)","0.8","0.2","71375","27752","0.1","0.1","-","**","1.1","0.7","56710","1712","0.5","0.2","50774","10606","4.3","0.5","59564","6939","69.8","1.3","71213","6161","2.5","0.9","48875","16644","32.4","1.5","65133","7748","45.1","1.8","68574","7137","20.1","1.0","38150","3879","13541","532","69833","5766","45.7","2.2","70279","7844","54.3","2.2","69535","8282","69.1","2.3","91142","5722","23.2","2.2","32467","4811","7.7","1.5","60777","7239","4842","431","33292","2803","48.6","5.0","24331","6905","42.1","5.0","20222","5438","6.4","2.1","72450","27114","51.4","5.0","44226","5725","39.0","4.6","34833","6019","12.4","3.6","78024","15943","33.8","(X)","(X)","(X)","33.0","(X)","(X)","(X)","33.5","(X)","(X)","(X)",
"0500000US22091","St. Helena Parish, Louisiana","4131","200","35437","5503","49.0","2.4","50649","8718","48.0","3.3","26136","4570","1.2","1.8","-","**","0.0","0.8","-","**","0.0","0.8","-","**","0.0","0.1","-","**","1.8","1.3","(X)","(X)","0.1","0.1","-","**","48.9","2.5","50625","8742","3.5","1.7","(X)","(X)","24.9","2.9","(X)","(X)","43.1","3.2","(X)","(X)","28.5","2.9","(X)","(X)","2785","260","41908","3697","37.2","5.6","34258","11613","62.8","5.6","43636","4832","62.7","7.4","56158","5312","32.4","7.0","25260","6138","4.9","3.4","31204","14390","1346","253","14235","3197","52.4","7.6","(X)","(X)","49.2","7.4","(X)","(X)","3.2","3.1","(X)","(X)","47.6","7.6","(X)","(X)","46.3","7.6","(X)","(X)","1.3","1.3","(X)","(X)","35.0","(X)","(X)","(X)","35.8","(X)","(X)","(X)","30.8","(X)","(X)","(X)",
"0500000US22093","St. James Parish, Louisiana","7964","166","51107","5713","52.4","1.6","67689","3800","46.8","1.7","33868","4333","0.4","0.4","-","**","0.0","0.4","-","**","0.0","0.4","-","**","0.1","0.2","-","**","0.3","0.3","15357","3986","2.7","0.9","(X)","(X)","50.8","1.8","68775","4022","2.1","1.0","28611","7897","28.5","2.1","54816","7464","43.3","2.0","64200","3528","26.1","1.5","34010","5027","5881","255","61236","6363","37.2","2.7","65305","6014","62.8","2.7","56434","5163","64.3","3.1","(X)","(X)","31.2","3.4","(X)","(X)","4.4","1.5","(X)","(X)","2083","220","25453","4968","50.5","5.9","20034","2964","45.1","5.9","19654","2850","5.4","3.7","60579","56754","49.5","5.9","41064","8967","45.2","6.1","34750","13233","4.3","2.7","74811","60047","33.9","(X)","(X)","(X)","35.9","(X)","(X)","(X)","28.1","(X)","(X)","(X)",
"0500000US22095","St. John the Baptist Parish, Louisiana","15332","348","50921","1889","48.0","1.5","58359","4285","49.4","1.5","45754","5042","0.1","0.1","-","**","0.3","0.2","(X)","(X)","0.4","0.5","-","**","0.5","0.3","95083","80204","1.3","0.5","(X)","(X)","3.9","0.7","42308","15043","44.5","1.4","60343","3631","2.2","1.0","43520","10987","31.9","1.7","51414","6453","44.9","1.7","61542","2127","20.9","1.3","32728","4182","11392","394","56556","5504","43.0","2.6","50177","8077","57.0","2.6","60523","3833","63.5","3.6","72954","5861","28.1","3.1","30838","4331","8.3","2.1","43789","20560","3940","370","26422","7953","48.2","4.7","(X)","(X)","42.9","4.9","(X)","(X)","5.3","2.8","(X)","(X)","51.8","4.7","(X)","(X)","41.4","4.3","(X)","(X)","10.4","3.4","(X)","(X)","35.5","(X)","(X)","(X)","36.9","(X)","(X)","(X)","27.7","(X)","(X)","(X)",
"0500000US22097","St. Landry Parish, Louisiana","30683","381","32625","1978","60.2","1.2","44394","3377","37.9","1.2","19336","1755","0.1","0.1","-","**","0.3","0.3","(X)","(X)","0.0","0.1","-","**","0.4","0.3","44097","27753","1.2","0.4","42716","26155","1.5","0.3","47591","9891","59.2","1.3","44298","3313","4.2","0.6","21079","5617","29.9","1.2","41175","3302","40.8","1.0","41307","3829","25.1","1.0","22740","1540","20562","489","45530","2046","44.9","1.7","40518","7926","55.1","1.7","46716","2532","63.7","1.8","62174","3174","28.3","1.9","17179","1126","8.0","1.1","31000","8586","10121","524","16103","1388","52.6","2.8","13732","1068","47.6","3.1","12904","1002","5.0","1.4","35962","8696","47.4","2.8","20057","2043","40.5","2.8","18220","2496","6.9","1.9","33516","8355","39.3","(X)","(X)","(X)","42.2","(X)","(X)","(X)","30.7","(X)","(X)","(X)",
"0500000US22099","St. Martin Parish, Louisiana","19055","441","42794","3904","70.3","1.6","51701","2975","27.1","1.5","30231","3670","0.4","0.2","78750","56646","0.5","0.4","23438","9926","0.0","0.2","-","**","0.7","0.5","33455","1971","1.1","0.5","45921","24982","1.0","0.4","50147","31907","69.9","1.7","51562","3037","1.8","0.7","21892","17094","34.8","1.5","50354","3564","41.2","1.6","54798","3906","22.2","1.3","23354","2130","13651","467","51897","4298","43.7","2.5","53785","8144","56.3","2.5","49549","5297","70.2","2.9","70046","3988","23.3","2.3","27485","4035","6.5","1.6","53375","28453","5404","498","24197","3679","46.1","4.1","(X)","(X)","40.6","4.0","(X)","(X)","5.4","2.0","(X)","(X)","53.9","4.1","(X)","(X)","46.3","4.6","(X)","(X)","7.7","2.5","(X)","(X)","35.8","(X)","(X)","(X)","37.1","(X)","(X)","(X)","29.5","(X)","(X)","(X)",
"0500000US22101","St. Mary Parish, Louisiana","20320","324","40781","1518","64.2","1.1","48906","3156","29.5","1.0","25172","2416","1.4","0.3","53080","11472","1.4","0.4","49211","7493","0.0","0.2","-","**","1.6","0.5","42955","34819","1.9","0.5","34740","11346","4.9","0.6","41365","7019","61.4","1.1","50016","2736","4.2","0.8","29175","5031","30.1","1.4","46162","3701","40.6","1.4","51361","2487","25.1","0.8","24348","1479","13568","400","48992","2127","42.4","2.1","46082","3906","57.6","2.1","50852","1866","62.5","2.5","64657","3369","27.8","2.4","22171","2474","9.6","1.7","36635","6007","6752","409","24261","2314","47.2","3.2","(X)","(X)","41.5","2.9","(X)","(X)","5.6","1.9","(X)","(X)","52.8","3.2","(X)","(X)","42.6","3.7","(X)","(X)","10.2","2.5","(X)","(X)","29.7","(X)","(X)","(X)","31.2","(X)","(X)","(X)","24.3","(X)","(X)","(X)",
"0500000US22103","St. Tammany Parish, Louisiana","89036","796","62137","1685","86.1","0.5","65539","1911","10.5","0.4","39373","3359","0.4","0.1","27065","8829","1.1","0.1","80583","26007","0.0","0.1","-","**","0.7","0.2","41250","15789","1.2","0.2","45817","29305","3.8","0.4","48173","8601","83.0","0.6","66208","2026","1.9","0.3","31483","3228","31.3","0.6","68136","2931","43.5","0.6","72797","3087","23.2","0.5","40799","2339","65326","879","73790","2517","42.4","1.2","78205","3438","57.6","1.2","71705","1895","76.0","1.3","86915","2168","17.8","1.1","33780","3359","6.2","0.7","51304","11016","23710","804","32521","1997","52.6","2.1","26801","1835","45.3","2.3","24338","1608","7.3","1.2","48281","13770","47.4","2.1","40918","3146","37.4","2.2","36498","3035","10.0","1.6","63982","7323","31.3","(X)","(X)","(X)","31.2","(X)","(X)","(X)","29.9","(X)","(X)","(X)",
"0500000US22105","Tangipahoa Parish, Louisiana","45483","694","41302","1952","69.9","1.0","51528","2718","27.8","1.1","25771","2247","0.3","0.1","31356","7977","0.6","0.2","(X)","(X)","0.0","0.1","-","**","0.2","0.2","(X)","(X)","1.3","0.4","24375","11521","3.1","0.4","35920","6905","67.2","1.1","52163","2674","5.4","0.7","16939","2640","34.9","1.1","48105","3513","39.1","0.9","50505","6195","20.6","0.8","31354","2136","30976","797","52864","3560","42.1","2.0","47585","5215","57.9","2.0","55097","3596","66.7","1.7","68429","2824","26.2","1.7","21830","2928","7.1","1.1","35955","6555","14507","863","23688","1761","49.8","2.7","(X)","(X)","42.6","2.6","(X)","(X)","7.2","1.5","(X)","(X)","50.2","2.7","(X)","(X)","39.3","2.8","(X)","(X)","10.9","1.8","(X)","(X)","31.2","(X)","(X)","(X)","31.7","(X)","(X)","(X)","27.9","(X)","(X)","(X)",
"0500000US22107","Tensas Parish, Louisiana","1915","158","22940","3368","46.9","2.8","36550","5631","53.1","2.8","15375","1894","0.0","1.7","-","**","0.0","1.7","-","**","0.0","1.7","-","**","0.1","0.2","-","**","0.0","1.7","-","**","0.8","0.5","(X)","(X)","46.3","2.7","36733","6680","2.0","1.5","13594","2307","21.3","4.0","23750","5658","42.9","3.7","26277","4539","33.8","3.0","20767","2828","1100","143","33621","3196","36.5","5.1","24007","5879","63.5","5.1","38203","6793","55.6","5.3","49643","8372","36.3","4.8","19141","5081","8.1","3.7","27813","26216","815","114","14451","2483","55.1","6.4","(X)","(X)","52.5","6.6","(X)","(X)","2.6","2.6","(X)","(X)","44.9","6.4","(X)","(X)","40.7","6.3","(X)","(X)","4.2","3.1","(X)","(X)","36.0","(X)","(X)","(X)","43.5","(X)","(X)","(X)","25.0","(X)","(X)","(X)",
"0500000US22109","Terrebonne Parish, Louisiana","40086","539","47826","2388","74.9","1.1","55365","2474","17.7","1.0","28439","3228","4.3","0.6","38821","11686","0.9","0.3","46492","16980","0.2","0.2","(X)","(X)","0.6","0.3","(X)","(X)","1.4","0.5","35893","22910","3.5","0.5","55000","9562","72.3","1.1","55394","2432","4.5","0.7","36313","10730","33.9","1.0","56939","6314","40.2","1.3","53011","4491","21.4","0.8","30431","2210","28014","779","56429","2037","45.2","1.8","55912","5188","54.8","1.8","56687","2104","68.3","2.0","74970","2619","21.9","1.7","26512","3019","9.8","1.5","45501","4951","12072","696","25905","3200","46.8","3.1","(X)","(X)","39.4","3.0","(X)","(X)","7.4","1.8","(X)","(X)","53.2","3.1","(X)","(X)","42.0","3.3","(X)","(X)","11.3","1.9","(X)","(X)","37.2","(X)","(X)","(X)","37.6","(X)","(X)","(X)","32.0","(X)","(X)","(X)",
"0500000US22111","Union Parish, Louisiana","8517","313","34992","3463","73.3","2.0","45232","6515","25.1","1.8","17362","2868","0.0","0.4","-","**","0.0","0.4","-","**","0.1","0.2","-","**","0.8","0.7","(X)","(X)","0.6","0.4","22125","20353","3.5","0.7","19237","12538","70.7","1.7","46310","6288","2.8","1.0","19348","6170","27.9","1.8","31471","4319","39.4","1.8","42070","4891","29.8","1.6","32182","3440","5841","275","47372","4971","37.0","3.2","30559","9502","63.0","3.2","52141","5631","73.6","3.7","(X)","(X)","22.1","3.3","(X)","(X)","4.3","2.1","(X)","(X)","2676","261","21332","2873","51.4","5.4","(X)","(X)","47.4","5.5","(X)","(X)","4.0","2.4","(X)","(X)","48.6","5.4","(X)","(X)","41.6","5.1","(X)","(X)","7.0","3.2","(X)","(X)","21.0","(X)","(X)","(X)","21.7","(X)","(X)","(X)","19.4","(X)","(X)","(X)",
"0500000US22113","Vermilion Parish, Louisiana","21796","491","45374","2499","84.4","1.0","49875","2858","12.5","0.9","22921","3030","0.5","0.2","52552","40124","1.5","0.5","39214","34470","0.0","0.1","-","**","0.1","0.1","-","**","1.1","0.6","12183","10529","2.0","0.5","41042","23866","82.5","1.0","49989","2869","4.2","1.0","24448","11650","31.1","1.3","65236","5468","41.8","1.5","48677","3665","22.8","1.2","27500","2029","15024","548","57183","4822","43.9","2.1","62309","6417","56.1","2.1","53006","5277","70.2","2.2","71150","5399","21.8","2.4","25836","2775","8.0","1.5","40677","16959","6772","496","21802","2566","52.5","3.8","(X)","(X)","43.6","3.9","(X)","(X)","8.9","3.1","(X)","(X)","47.5","3.8","(X)","(X)","38.9","3.9","(X)","(X)","8.7","2.6","(X)","(X)","26.7","(X)","(X)","(X)","28.3","(X)","(X)","(X)","22.4","(X)","(X)","(X)",
"0500000US22115","Vernon Parish, Louisiana","17842","390","46312","1385","79.2","0.9","47358","1762","13.9","0.8","39437","4545","1.6","0.4","43750","24721","1.5","0.3","60809","18256","0.2","0.1","148194","94605","1.3","0.5","39271","12968","2.3","0.5","40000","8428","7.4","0.9","44740","8609","73.9","1.0","47607","1855","9.0","1.1","36129","3162","42.8","1.2","50473","2294","29.8","1.0","54543","3517","18.5","0.9","32379","2147","12912","358","52619","2426","50.4","1.8","50477","2936","49.6","1.8","55585","3813","77.2","1.7","59917","2342","16.6","1.3","25290","3266","6.2","1.2","49945","10382","4930","315","30543","1926","47.5","2.8","(X)","(X)","41.5","3.4","(X)","(X)","6.0","1.9","(X)","(X)","52.5","2.8","(X)","(X)","45.8","2.9","(X)","(X)","6.7","1.5","(X)","(X)","34.0","(X)","(X)","(X)","35.0","(X)","(X)","(X)","30.5","(X)","(X)","(X)",
"0500000US22117","Washington Parish, Louisiana","17604","459","30705","1997","69.6","1.2","35372","2696","28.6","1.1","20771","2154","0.4","0.3","(X)","(X)","0.3","0.3","(X)","(X)","0.0","0.1","-","**","0.2","0.2","(X)","(X)","0.9","0.3","(X)","(X)","0.9","0.5","(X)","(X)","68.9","1.2","35286","2709","4.2","1.0","20682","11709","28.4","1.4","37144","3932","40.2","1.7","32688","3814","27.1","1.0","24329","1903","11781","503","42029","3423","36.3","2.4","41606","5990","63.7","2.4","42285","4784","67.7","3.0","54156","3873","25.2","2.8","22256","2409","7.1","1.7","20455","6029","5823","502","14384","1807","56.5","3.7","(X)","(X)","51.6","3.7","(X)","(X)","4.9","2.4","(X)","(X)","43.5","3.7","(X)","(X)","39.6","3.5","(X)","(X)","3.9","1.5","(X)","(X)","30.3","(X)","(X)","(X)","31.6","(X)","(X)","(X)","25.2","(X)","(X)","(X)",
"0500000US22119","Webster Parish, Louisiana","15765","395","33681","2328","64.3","1.2","43822","3722","34.1","1.3","19949","3120","0.7","0.4","38125","25931","0.1","0.2","68603","685","0.1","0.1","-","**","0.0","0.1","-","**","0.7","0.3","(X)","(X)","1.1","0.4","26103","7752","63.7","1.2","44494","3609","3.5","0.9","25841","9365","27.6","1.6","36483","3790","38.8","1.5","38883","3187","30.1","1.3","27843","2467","9983","358","44235","3205","40.6","2.4","37708","3855","59.4","2.4","47813","2645","66.7","2.5","58032","4513","26.1","2.3","23948","1740","7.2","1.8","22708","12281","5782","407","19301","2794","55.0","3.5","(X)","(X)","50.8","3.4","(X)","(X)","4.2","2.1","(X)","(X)","45.0","3.5","(X)","(X)","41.1","3.8","(X)","(X)","3.9","1.7","(X)","(X)","33.1","(X)","(X)","(X)","34.9","(X)","(X)","(X)","29.7","(X)","(X)","(X)",
"0500000US22121","West Baton Rouge Parish, Louisiana","9179","207","53703","3313","63.3","1.8","66266","10873","35.5","1.7","31859","16046","0.1","0.1","-","**","0.4","0.2","65833","35855","0.0","0.4","-","**","0.2","0.2","-","**","0.5","0.5","(X)","(X)","1.8","0.8","37422","36261","61.7","1.9","66591","13309","3.0","1.1","37321","19447","34.8","1.9","60370","12753","41.2","1.9","65023","11167","21.1","1.3","37828","5059","6515","287","67004","7817","42.7","2.6","64900","14680","57.3","2.6","68208","10751","66.2","3.3","94529","7334","26.1","3.1","25189","4720","7.7","1.9","61733","21394","2664","280","28357","7015","52.0","5.6","21917","2830","43.4","6.0","20547","3718","8.6","3.3","45694","33926","48.0","5.6","43068","6984","39.7","5.6","40194","12432","8.3","3.4","90227","39104","37.5","(X)","(X)","(X)","38.8","(X)","(X)","(X)","30.7","(X)","(X)","(X)",
"0500000US22123","West Carroll Parish, Louisiana","4296","183","31926","4339","86.2","2.2","37430","8135","12.7","2.1","19888","1866","0.3","0.4","-","**","0.0","0.8","-","**","0.0","0.8","-","**","0.1","0.3","-","**","0.6","0.5","(X)","(X)","1.3","0.8","30938","2333","85.4","2.3","38077","8618","3.8","2.0","(X)","(X)","25.0","2.7","(X)","(X)","39.6","2.4","(X)","(X)","31.5","1.9","(X)","(X)","2942","200","46892","6568","40.5","3.7","41250","19204","59.5","3.7","48359","5561","67.3","5.7","(X)","(X)","25.6","5.2","(X)","(X)","7.1","2.9","(X)","(X)","1354","155","16359","1378","57.2","6.3","(X)","(X)","52.9","6.1","(X)","(X)","4.4","3.1","(X)","(X)","42.8","6.3","(X)","(X)","39.7","5.7","(X)","(X)","3.1","2.4","(X)","(X)","37.1","(X)","(X)","(X)","38.5","(X)","(X)","(X)","29.0","(X)","(X)","(X)",
"0500000US22125","West Feliciana Parish, Louisiana","3911","254","56685","12161","62.0","3.6","85140","5726","37.0","3.7","22232","4918","0.5","0.8","-","**","0.0","0.8","-","**","0.0","0.8","-","**","0.1","0.1","-","**","0.4","0.4","75500","64447","0.4","0.4","(X)","(X)","61.6","3.6","85211","5689","1.2","0.7","50417","28765","29.2","3.9","70848","23274","44.1","4.7","65810","19356","25.6","4.0","42500","5640","2900","235","76538","13753","38.9","6.0","78456","26157","61.1","6.0","73681","16256","73.4","5.6","(X)","(X)","17.8","4.9","(X)","(X)","8.8","4.2","(X)","(X)","1011","185","21294","5880","49.5","11.2","(X)","(X)","45.1","10.7","(X)","(X)","4.4","4.1","(X)","(X)","50.5","11.2","(X)","(X)","44.5","10.5","(X)","(X)","6.0","6.6","(X)","(X)","29.3","(X)","(X)","(X)","29.0","(X)","(X)","(X)","28.9","(X)","(X)","(X)",
"0500000US22127","Winn Parish, Louisiana","5513","271","31087","4239","69.8","1.9","40856","4182","28.5","1.9","16917","3262","0.9","0.6","(X)","(X)","0.0","0.6","-","**","0.0","0.6","-","**","0.1","0.1","-","**","0.7","0.8","26875","19508","0.6","0.6","(X)","(X)","69.4","1.9","40777","4004","5.6","2.3","11131","7889","27.2","1.8","37542","12652","40.9","2.3","39707","8298","26.4","1.8","23883","3503","3925","294","40864","6186","40.6","4.8","37245","9552","59.4","4.8","42324","11808","69.3","4.7","(X)","(X)","22.6","3.6","(X)","(X)","8.1","3.1","(X)","(X)","1588","220","17218","3529","55.9","5.5","(X)","(X)","53.3","5.9","(X)","(X)","2.6","1.6","(X)","(X)","44.1","5.5","(X)","(X)","38.5","6.0","(X)","(X)","5.7","3.6","(X)","(X)","31.1","(X)","(X)","(X)","33.8","(X)","(X)","(X)","21.7","(X)","(X)","(X)",
