Parish,Year,HomeValue,Bedrooms,CrimeRate,School,Income,MortgageRate
East Baton Rouge,2015,165880.3409508857,3.0,1805.0833333333333,79.8,169120.0,3.8505769230769227
East Baton Rouge,2016,170407.52363015094,3.0,1780.8333333333333,73.5,168561.0,3.6540384615384616
East Baton Rouge,2017,173090.42197788795,3.0,2130.25,73.5,167188.0,3.9898076923076924
East Baton Rouge,2018,184272.35534674258,3.0,1925.8333333333333,65.4,165939.0,4.544615384615384
East Baton Rouge,2019,185400.88014866752,3.0,1879.4166666666667,69.1,164346.0,3.935769230769231
East Baton Rouge,2020,188356.8118558575,3.0,1673.6666666666667,69.85,164641.0,3.111698113207547
East Baton Rouge,2021,200999.67442416586,3.0,1616.0,70.6,171349.0,2.957692307692308
East Baton Rouge,2022,221958.54042813196,3.0,1900.5,66.5,173792.0,5.344038461538461
East Baton Rouge,2023,229168.78138903438,3.0,1767.0833333333333,69.1,175408.0,6.806730769230769
East Baton Rouge,2024,232273.46225597768,3.0,934.75,70.1,171971.0,6.721153846153846
East Baton Rouge,2014,248515.37742311016,4.0,1369.9166666666665,81.3,168534.0,4.168867924528302
East Baton Rouge,2015,257108.95772680372,4.0,1805.0833333333333,79.8,169120.0,3.8505769230769227
East Baton Rouge,2016,262429.1794490163,4.0,1780.8333333333333,73.5,168561.0,3.6540384615384616
East Baton Rouge,2017,267238.76637002086,4.0,2130.25,73.5,167188.0,3.9898076923076924
East Baton Rouge,2018,281958.5867096645,4.0,1925.8333333333333,65.4,165939.0,4.544615384615384
East Baton Rouge,2019,285418.09110933373,4.0,1879.4166666666667,69.1,164346.0,3.935769230769231
East Baton Rouge,2020,290736.25816563185,4.0,1673.6666666666667,69.85,164641.0,3.111698113207547
East Baton Rouge,2021,310469.804597507,4.0,1616.0,70.6,171349.0,2.957692307692308
East Baton Rouge,2022,341575.70997521986,4.0,1900.5,66.5,173792.0,5.344038461538461
East Baton Rouge,2023,350704.45680755726,4.0,1767.0833333333333,69.1,175408.0,6.806730769230769
East Baton Rouge,2024,353400.0507817888,4.0,934.75,70.1,171971.0,6.721153846153846
East Baton Rouge,2014,374995.3608128419,5.0,1369.9166666666665,81.3,168534.0,4.168867924528302
East Baton Rouge,2015,389077.27616426465,5.0,1805.0833333333333,79.8,169120.0,3.8505769230769227
East Baton Rouge,2016,394673.91421933804,5.0,1780.8333333333333,73.5,168561.0,3.6540384615384616
East Baton Rouge,2017,396203.49332813587,5.0,2130.25,73.5,167188.0,3.9898076923076924
East Baton Rouge,2018,420083.39963285485,5.0,1925.8333333333333,65.4,165939.0,4.544615384615384
East Baton Rouge,2019,430276.4530590133,5.0,1879.4166666666667,69.1,164346.0,3.935769230769231
East Baton Rouge,2020,440137.6306757386,5.0,1673.6666666666667,69.85,164641.0,3.111698113207547
East Baton Rouge,2021,469838.4116514798,5.0,1616.0,70.6,171349.0,2.957692307692308
East Baton Rouge,2022,518608.60412321053,5.0,1900.5,66.5,173792.0,5.344038461538461
East Baton Rouge,2023,537301.8830783117,5.0,1767.0833333333333,69.1,175408.0,6.806730769230769
East Baton Rouge,2024,542718.4249486359,5.0,934.75,70.1,175408.0,6.721153846153846
East Feliciana,2014,175288.9520519377,3.0,15.75,77.6,6909.0,4.168867924528302
East Feliciana,2015,184507.01139101907,3.0,15.75,78.4,6937.0,3.8505769230769227
East Feliciana,2016,189540.8745739798,3.0,20.833333333333332,79.5,6822.0,3.6540384615384616
East Feliciana,2017,199853.98641992323,3.0,23.166666666666668,83.5,6817.0,3.9898076923076924
East Feliciana,2018,206354.07884181294,3.0,19.916666666666668,69.1,6759.0,4.544615384615384
East Feliciana,2019,208463.3387372248,3.0,17.166666666666668,70.6,6959.0,3.935769230769231
East Feliciana,2020,212716.96318293456,3.0,17.0,67.65,7010.0,3.111698113207547
East Feliciana,2021,230338.0555062874,3.0,9.333333333333334,64.7,6520.0,2.957692307692308
East Feliciana,2022,251436.68932746572,3.0,13.5,74.5,6613.0,5.344038461538461
East Feliciana,2023,253103.07929529995,3.0,10.333333333333334,74.1,6536.0,6.806730769230769
East Feliciana,2024,255010.64626958358,3.0,9.5,77.4,6536.0,6.721153846153846
Franklin,2014,77007.21103740671,3.0,12.583333333333334,77.8,7748.0,4.168867924528302
Franklin,2015,81716.94122777897,3.0,12.583333333333334,79.5,7469.0,3.8505769230769227
Franklin,2016,88961.23695028095,3.0,13.666666666666666,80.5,7520.0,3.6540384615384616
Franklin,2017,92382.95564503188,3.0,17.083333333333332,68.8,7622.0,3.9898076923076924
Franklin,2018,95528.46476293907,3.0,13.833333333333334,65.7,7629.0,4.544615384615384
Franklin,2019,101518.87173814666,3.0,16.833333333333332,64.7,7423.0,3.935769230769231
Franklin,2020,107725.51143866936,3.0,13.083333333333334,72.85,7503.0,3.111698113207547
Franklin,2021,120950.99411506357,3.0,28.75,81.0,7279.0,2.957692307692308
Franklin,2022,135197.29144971553,3.0,32.583333333333336,62.4,7308.0,5.344038461538461
Franklin,2023,142409.3270750012,3.0,28.583333333333332,62.3,7351.0,6.806730769230769
Franklin,2024,145515.2367870497,3.0,14.916666666666666,66.9,7351.0,6.721153846153846
Grant,2014,125758.64395211697,3.0,12.166666666666666,89.3,7204.0,4.168867924528302
Grant,2015,132275.4487890417,3.0,12.166666666666666,91.1,7197.0,3.8505769230769227
Grant,2016,137882.98993911294,3.0,12.416666666666666,96.3,7286.0,3.6540384615384616
Grant,2017,140583.15616498477,3.0,930.7930107526881,86.5,7271.0,3.9898076923076924
Grant,2018,145179.70697353067,3.0,24.0,78.5,6989.0,4.544615384615384
Grant,2019,149320.13099955558,3.0,877.6502728901922,79.2,6989.0,3.935769230769231
Grant,2020,154791.87488784504,3.0,812.5325207722385,78.1,7054.0,3.111698113207547
Grant,2021,162336.33314857897,3.0,25.833333333333332,77.0,6577.0,2.957692307692308
Grant,2022,180706.09795302027,3.0,24.083333333333332,85.1,6719.0,5.344038461538461
Grant,2023,187976.6079215766,3.0,21.25,87.1,7195.0,6.806730769230769
Grant,2024,189729.2141017439,3.0,16.0,85.3,7195.0,6.721153846153846
Iberia,2014,55974.58812893045,2.0,919.837595959596,88.9,26433.0,4.168867924528302
Iberia,2015,58233.06214144279,2.0,919.837595959596,86.5,26345.0,3.8505769230769227
Iberia,2016,59102.69437986856,2.0,914.4929090909092,94.1,26185.0,3.6540384615384616
Iberia,2017,62073.34467734289,2.0,930.7930107526881,94.8,26420.0,3.9898076923076924
Iberia,2018,66015.1861054921,2.0,886.4099555555555,79.8,26063.0,4.544615384615384
Iberia,2019,68752.80750481763,2.0,877.6502728901922,81.0,26184.0,3.935769230769231
Iberia,2020,72709.47224636178,2.0,812.5325207722385,75.0,26776.0,3.111698113207547
Iberia,2021,84315.5213990436,2.0,760.148347885636,69.0,26697.0,2.957692307692308
Iberia,2022,94168.65247161574,2.0,804.7464475261086,77.7,26954.0,5.344038461538461
Iberia,2023,96694.49621494398,2.0,745.2960382513661,80.3,26869.0,6.806730769230769
Iberia,2024,98426.66024352197,2.0,544.5581455581456,80.4,26651.0,6.721153846153846
Iberia,2014,121067.88890065975,3.0,732.1978707588707,88.9,26433.0,4.168867924528302
Iberia,2015,128511.83542460487,3.0,919.837595959596,86.5,26345.0,3.8505769230769227
Iberia,2016,131230.63441633017,3.0,914.4929090909092,94.1,26185.0,3.6540384615384616
Iberia,2017,130984.15855895645,3.0,930.7930107526881,94.8,26420.0,3.9898076923076924
Iberia,2018,135515.10122718595,3.0,886.4099555555555,79.8,26063.0,4.544615384615384
Iberia,2019,137672.01670958116,3.0,877.6502728901922,81.0,26184.0,3.935769230769231
Iberia,2020,143189.64679546756,3.0,812.5325207722385,75.0,26776.0,3.111698113207547
Iberia,2021,158165.6400537933,3.0,760.148347885636,69.0,26697.0,2.957692307692308
Iberia,2022,172783.57496424872,3.0,804.7464475261086,77.7,26954.0,5.344038461538461
Iberia,2023,173770.44778423742,3.0,745.2960382513661,80.3,26869.0,6.806730769230769
Iberia,2024,173502.30566990285,3.0,544.5581455581456,80.4,26869.0,6.721153846153846
Iberville,2014,81419.97226704538,2.0,919.837595959596,83.0,11257.0,4.168867924528302
Iberville,2015,85106.82889130425,2.0,919.837595959596,79.8,11191.0,3.8505769230769227
Iberville,2016,85361.26588577993,2.0,914.4929090909092,82.6,11162.0,3.6540384615384616
Iberville,2017,91104.20539527452,2.0,930.7930107526881,81.5,11142.0,3.9898076923076924
Iberville,2018,96522.63969430125,2.0,886.4099555555555,74.2,10918.0,4.544615384615384
Iberville,2019,100689.23076741997,2.0,877.6502728901922,77.0,10903.0,3.935769230769231
Iberville,2020,108068.81587195466,2.0,812.5325207722385,74.25,11105.0,3.111698113207547
Iberville,2021,116503.14408272262,2.0,760.148347885636,71.5,10933.0,2.957692307692308
Iberville,2022,124283.11750941483,2.0,804.7464475261086,74.9,11042.0,5.344038461538461
Iberville,2023,129004.32740686694,2.0,745.2960382513661,75.7,11032.0,6.806730769230769
Iberville,2024,128050.1201280827,2.0,544.5581455581456,75.3,11144.5,6.721153846153846
Iberville,2014,148974.46994774972,3.0,732.1978707588707,83.0,11257.0,4.168867924528302
Iberville,2015,154927.72676392845,3.0,919.837595959596,79.8,11191.0,3.8505769230769227
Iberville,2016,156722.14006935604,3.0,914.4929090909092,82.6,11162.0,3.6540384615384616
Iberville,2017,162336.41631022913,3.0,930.7930107526881,81.5,11142.0,3.9898076923076924
Iberville,2018,167761.33211824961,3.0,886.4099555555555,74.2,10918.0,4.544615384615384
Iberville,2019,171576.88897252243,3.0,877.6502728901922,77.0,10903.0,3.935769230769231
Iberville,2020,176294.28429124935,3.0,812.5325207722385,74.25,11105.0,3.111698113207547
Iberville,2021,188815.43966516716,3.0,760.148347885636,71.5,10933.0,2.957692307692308
Iberville,2022,206028.9881548721,3.0,804.7464475261086,74.9,11042.0,5.344038461538461
Iberville,2023,213120.8084352274,3.0,745.2960382513661,75.7,11032.0,6.806730769230769
Iberville,2024,213964.2957985598,3.0,544.5581455581456,75.3,11144.5,6.721153846153846
Iberville,2014,223777.0734832896,4.0,732.1978707588707,83.0,11257.0,4.168867924528302
Iberville,2015,232194.77630197155,4.0,919.837595959596,79.8,11191.0,3.8505769230769227
Iberville,2016,234646.54450153688,4.0,914.4929090909092,82.6,11162.0,3.6540384615384616
Iberville,2017,238749.58395277243,4.0,930.7930107526881,81.5,11142.0,3.9898076923076924
Iberville,2018,240072.45279242098,4.0,886.4099555555555,74.2,10918.0,4.544615384615384
Iberville,2019,239130.6711539924,4.0,877.6502728901922,77.0,10903.0,3.935769230769231
Iberville,2020,241118.5749338488,4.0,812.5325207722385,74.25,11105.0,3.111698113207547
Iberville,2021,264883.1688588057,4.0,760.148347885636,71.5,10933.0,2.957692307692308
Iberville,2022,291216.66176702944,4.0,804.7464475261086,74.9,11042.0,5.344038461538461
Iberville,2023,295875.0197479828,4.0,745.2960382513661,75.7,11032.0,6.806730769230769
Iberville,2024,300894.13247230585,4.0,544.5581455581456,75.3,11032.0,6.721153846153846
Jackson,2014,115532.14877086387,3.0,919.837595959596,75.4,6166.0,4.168867924528302
Jackson,2015,123224.43072973333,3.0,919.837595959596,73.4,6038.0,3.8505769230769227
Jackson,2016,131754.17558945288,3.0,914.4929090909092,90.4,6052.0,3.6540384615384616
Jackson,2017,133928.96807067344,3.0,930.7930107526881,88.7,6032.0,3.9898076923076924
Jackson,2018,138695.48986396307,3.0,886.4099555555555,65.7,5976.0,4.544615384615384
Jackson,2019,140520.1499810023,3.0,877.6502728901922,69.0,5971.0,3.935769230769231
Jackson,2020,147956.6407532684,3.0,812.5325207722385,77.65,5859.0,3.111698113207547
Jackson,2021,163714.4410832858,3.0,760.148347885636,86.3,5364.0,2.957692307692308
Jackson,2022,183913.0094403607,3.0,804.7464475261086,75.3,5461.0,5.344038461538461
Jackson,2023,184823.63061825532,3.0,745.2960382513661,75.9,5602.0,6.806730769230769
Jackson,2024,183064.48655885746,3.0,544.5581455581456,77.4,5602.0,6.721153846153846
Jefferson,2014,78407.12045479722,1.0,1424.8333333333333,87.2,167840.0,4.168867924528302
Jefferson,2015,84083.12646944704,1.0,1424.8333333333333,87.7,168104.0,3.8505769230769227
Jefferson,2016,86203.17243949129,1.0,1367.75,79.4,169192.0,3.6540384615384616
Jefferson,2017,89165.06549711463,1.0,1232.8333333333333,78.9,168786.0,3.9898076923076924
Jefferson,2018,96687.32567295329,1.0,1180.25,70.6,168895.0,4.544615384615384
Jefferson,2019,100403.99002420397,1.0,1178.6666666666667,71.5,169452.0,3.935769230769231
Jefferson,2020,102447.90530197525,1.0,991.5,75.2,170398.0,3.111698113207547
Jefferson,2021,110789.85686892312,1.0,958.1666666666666,78.9,174954.0,2.957692307692308
Jefferson,2022,117104.10934428037,1.0,1126.0,74.4,176165.0,5.344038461538461
Jefferson,2023,118350.49130167982,1.0,1030.3333333333333,71.1,176986.0,6.806730769230769
Jefferson,2024,117322.65777377173,1.0,934.9166666666666,75.0,172413.0,6.721153846153846
Jefferson,2014,116470.56657179142,2.0,1179.875,87.2,167840.0,4.168867924528302
Jefferson,2015,122515.3923448889,2.0,1424.8333333333333,87.7,168104.0,3.8505769230769227
Jefferson,2016,128962.82226317453,2.0,1367.75,79.4,169192.0,3.6540384615384616
Jefferson,2017,134980.46737422014,2.0,1232.8333333333333,78.9,168786.0,3.9898076923076924
Jefferson,2018,143766.7394664765,2.0,1180.25,70.6,168895.0,4.544615384615384
Jefferson,2019,152440.9298786765,2.0,1178.6666666666667,71.5,169452.0,3.935769230769231
Jefferson,2020,163693.44085656645,2.0,991.5,75.2,170398.0,3.111698113207547
Jefferson,2021,178422.92755366676,2.0,958.1666666666666,78.9,174954.0,2.957692307692308
Jefferson,2022,190694.91566277773,2.0,1126.0,74.4,176165.0,5.344038461538461
Jefferson,2023,188244.3157822761,2.0,1030.3333333333333,71.1,176986.0,6.806730769230769
Jefferson,2024,178957.66274212828,2.0,934.9166666666666,75.0,172413.0,6.721153846153846
Jefferson,2014,163530.76043974553,3.0,1179.875,87.2,167840.0,4.168867924528302
Jefferson,2015,170009.74024356433,3.0,1424.8333333333333,87.7,168104.0,3.8505769230769227
Jefferson,2016,178555.5160559574,3.0,1367.75,79.4,169192.0,3.6540384615384616
Jefferson,2017,184788.54192611945,3.0,1232.8333333333333,78.9,168786.0,3.9898076923076924
Jefferson,2018,192927.97480617792,3.0,1180.25,70.6,168895.0,4.544615384615384
Jefferson,2019,203675.09681053922,3.0,1178.6666666666667,71.5,169452.0,3.935769230769231
Jefferson,2020,217835.33658972455,3.0,991.5,75.2,170398.0,3.111698113207547
Jefferson,2021,242205.35864910658,3.0,958.1666666666666,78.9,174954.0,2.957692307692308
Jefferson,2022,262856.23320997466,3.0,1126.0,74.4,176165.0,5.344038461538461
Jefferson,2023,256296.3436148181,3.0,1030.3333333333333,71.1,176986.0,6.806730769230769
Jefferson,2024,247961.13644547458,3.0,934.9166666666666,75.0,172413.0,6.721153846153846
Jefferson,2014,223889.4784633411,4.0,1179.875,87.2,167840.0,4.168867924528302
Jefferson,2015,233316.2501774884,4.0,1424.8333333333333,87.7,168104.0,3.8505769230769227
Jefferson,2016,244915.44242628143,4.0,1367.75,79.4,169192.0,3.6540384615384616
Jefferson,2017,250068.22904568192,4.0,1232.8333333333333,78.9,168786.0,3.9898076923076924
Jefferson,2018,257653.8274328571,4.0,1180.25,70.6,168895.0,4.544615384615384
Jefferson,2019,269073.4770548925,4.0,1178.6666666666667,71.5,169452.0,3.935769230769231
Jefferson,2020,285053.4087531998,4.0,991.5,75.2,170398.0,3.111698113207547
Jefferson,2021,319264.94731518195,4.0,958.1666666666666,78.9,174954.0,2.957692307692308
Jefferson,2022,346350.1514391602,4.0,1126.0,74.4,176165.0,5.344038461538461
Jefferson,2023,336483.0343278014,4.0,1030.3333333333333,71.1,176986.0,6.806730769230769
Jefferson,2024,331783.6112920654,4.0,934.9166666666666,75.0,172413.0,6.721153846153846
Jefferson,2014,353986.5471711361,5.0,1179.875,87.2,167840.0,4.168867924528302
Jefferson,2015,371778.0032509311,5.0,1424.8333333333333,87.7,168104.0,3.8505769230769227
Jefferson,2016,389108.7327667822,5.0,1367.75,79.4,169192.0,3.6540384615384616
Jefferson,2017,394229.2488076389,5.0,1232.8333333333333,78.9,168786.0,3.9898076923076924
Jefferson,2018,401328.2859640399,5.0,1180.25,70.6,168895.0,4.544615384615384
Jefferson,2019,414547.53091135225,5.0,1178.6666666666667,71.5,169452.0,3.935769230769231
Jefferson,2020,432395.5085357669,5.0,991.5,75.2,170398.0,3.111698113207547
Jefferson,2021,484560.3451545799,5.0,958.1666666666666,78.9,174954.0,2.957692307692308
Jefferson,2022,530935.2120685932,5.0,1126.0,74.4,176165.0,5.344038461538461
Jefferson,2023,517242.12226997386,5.0,1030.3333333333333,71.1,176986.0,6.806730769230769
Jefferson,2024,517780.88428081013,5.0,934.9166666666666,75.0,176986.0,6.721153846153846
Jefferson Davis,2014,122327.60192517629,3.0,31.333333333333332,97.5,11553.0,4.168867924528302
Jefferson Davis,2015,130082.82076082197,3.0,31.333333333333332,92.9,11652.0,3.8505769230769227
Jefferson Davis,2016,138497.19709758603,3.0,43.333333333333336,90.6,11554.0,3.6540384615384616
Jefferson Davis,2017,145637.34178436428,3.0,47.916666666666664,100.6,11435.0,3.9898076923076924
Jefferson Davis,2018,148048.74504998556,3.0,37.333333333333336,83.0,11501.0,4.544615384615384
Jefferson Davis,2019,149612.25566791417,3.0,26.0,86.3,11726.0,3.935769230769231
Jefferson Davis,2020,157238.56539151416,3.0,46.25,89.4,11565.0,3.111698113207547
Jefferson Davis,2021,169499.39723695675,3.0,64.66666666666667,92.5,11351.0,2.957692307692308
Jefferson Davis,2022,183641.10578854688,3.0,56.833333333333336,85.9,11682.0,5.344038461538461
Jefferson Davis,2023,179253.00544173978,3.0,70.08333333333333,86.7,11704.0,6.806730769230769
Jefferson Davis,2024,177435.25406428592,3.0,44.833333333333336,86.8,11704.0,6.721153846153846
Lafayette,2014,91613.80855604826,1.0,894.5,90.0,87602.0,4.168867924528302
Lafayette,2015,95340.67951283127,1.0,894.5,89.2,88995.0,3.8505769230769227
Lafayette,2016,97191.07306967412,1.0,835.3333333333334,96.3,89288.0,3.6540384615384616
Lafayette,2017,95197.3790328132,1.0,792.3333333333334,93.8,89677.0,3.9898076923076924
Lafayette,2018,98973.29819162625,1.0,811.5833333333334,78.6,90606.0,4.544615384615384
Lafayette,2019,100166.10223835176,1.0,709.5,78.9,91543.0,3.935769230769231
Lafayette,2020,100797.51996655551,1.0,741.25,82.2,92476.0,3.111698113207547
Lafayette,2021,102730.15931606559,1.0,562.1666666666666,85.5,95607.0,2.957692307692308
Lafayette,2022,106866.83511242278,1.0,628.1666666666666,84.8,97694.0,5.344038461538461
Lafayette,2023,111565.94645913232,1.0,672.0833333333334,87.3,99357.0,6.806730769230769
Lafayette,2024,108368.0661890572,1.0,716.3333333333334,87.5,93479.5,6.721153846153846
Lafayette,2014,110791.33165000904,2.0,805.4166666666667,90.0,87602.0,4.168867924528302
Lafayette,2015,112899.76969632781,2.0,894.5,89.2,88995.0,3.8505769230769227
Lafayette,2016,116019.54358918815,2.0,835.3333333333334,96.3,89288.0,3.6540384615384616
Lafayette,2017,116690.56925442179,2.0,792.3333333333334,93.8,89677.0,3.9898076923076924
Lafayette,2018,118609.9250920578,2.0,811.5833333333334,78.6,90606.0,4.544615384615384
Lafayette,2019,120573.88170673285,2.0,709.5,78.9,91543.0,3.935769230769231
Lafayette,2020,124231.10596545605,2.0,741.25,82.2,92476.0,3.111698113207547
Lafayette,2021,129371.2754532073,2.0,562.1666666666666,85.5,95607.0,2.957692307692308
Lafayette,2022,140237.95770757078,2.0,628.1666666666666,84.8,97694.0,5.344038461538461
Lafayette,2023,145854.29229435223,2.0,672.0833333333334,87.3,99357.0,6.806730769230769
Lafayette,2024,147220.0280736492,2.0,716.3333333333334,87.5,93479.5,6.721153846153846
Lafayette,2014,178834.73539493178,3.0,805.4166666666667,90.0,87602.0,4.168867924528302
Lafayette,2015,184240.72891206294,3.0,894.5,89.2,88995.0,3.8505769230769227
Lafayette,2016,187393.56084050957,3.0,835.3333333333334,96.3,89288.0,3.6540384615384616
Lafayette,2017,187619.5621575433,3.0,792.3333333333334,93.8,89677.0,3.9898076923076924
Lafayette,2018,187333.97929176936,3.0,811.5833333333334,78.6,90606.0,4.544615384615384
Lafayette,2019,187318.37773551713,3.0,709.5,78.9,91543.0,3.935769230769231
Lafayette,2020,190586.93160404373,3.0,741.25,82.2,92476.0,3.111698113207547
Lafayette,2021,199227.23380164153,3.0,562.1666666666666,85.5,95607.0,2.957692307692308
Lafayette,2022,221980.90544489815,3.0,628.1666666666666,84.8,97694.0,5.344038461538461
Lafayette,2023,227383.6898639238,3.0,672.0833333333334,87.3,99357.0,6.806730769230769
Lafayette,2024,227380.0555763969,3.0,716.3333333333334,87.5,93479.5,6.721153846153846
Lafayette,2014,263367.5195693219,4.0,805.4166666666667,90.0,87602.0,4.168867924528302
Lafayette,2015,273264.9811232158,4.0,894.5,89.2,88995.0,3.8505769230769227
Lafayette,2016,277035.49504822714,4.0,835.3333333333334,96.3,89288.0,3.6540384615384616
Lafayette,2017,276319.2961596327,4.0,792.3333333333334,93.8,89677.0,3.9898076923076924
Lafayette,2018,276727.82884958544,4.0,811.5833333333334,78.6,90606.0,4.544615384615384
Lafayette,2019,279066.7601611104,4.0,709.5,78.9,91543.0,3.935769230769231
Lafayette,2020,280933.5020143761,4.0,741.25,82.2,92476.0,3.111698113207547
Lafayette,2021,297164.7370621151,4.0,562.1666666666666,85.5,95607.0,2.957692307692308
Lafayette,2022,329981.10759384686,4.0,628.1666666666666,84.8,97694.0,5.344038461538461
Lafayette,2023,332932.27782494685,4.0,672.0833333333334,87.3,99357.0,6.806730769230769
Lafayette,2024,333822.40840576653,4.0,716.3333333333334,87.5,93479.5,6.721153846153846
Lafayette,2014,405497.5071371148,5.0,805.4166666666667,90.0,87602.0,4.168867924528302
Lafayette,2015,426938.5171050352,5.0,894.5,89.2,88995.0,3.8505769230769227
Lafayette,2016,430436.0214010879,5.0,835.3333333333334,96.3,89288.0,3.6540384615384616
Lafayette,2017,428520.3505234625,5.0,792.3333333333334,93.8,89677.0,3.9898076923076924
Lafayette,2018,435076.75096554845,5.0,811.5833333333334,78.6,90606.0,4.544615384615384
Lafayette,2019,444208.3221800544,5.0,709.5,78.9,91543.0,3.935769230769231
Lafayette,2020,445744.36092014407,5.0,741.25,82.2,92476.0,3.111698113207547
Lafayette,2021,468720.1341286777,5.0,562.1666666666666,85.5,95607.0,2.957692307692308
Lafayette,2022,518309.81528147566,5.0,628.1666666666666,84.8,97694.0,5.344038461538461
Lafayette,2023,528919.0822998476,5.0,672.0833333333334,87.3,99357.0,6.806730769230769
Lafayette,2024,533256.8237446964,5.0,716.3333333333334,87.5,99357.0,6.721153846153846
Lafourche,2014,86013.29442036217,2.0,241.5,94.6,35329.0,4.168867924528302
Lafourche,2015,92196.77182667916,2.0,241.5,95.8,35592.0,3.8505769230769227
Lafourche,2016,95586.35104899417,2.0,240.66666666666666,102.2,35961.0,3.6540384615384616
Lafourche,2017,96002.87924571487,2.0,216.83333333333334,102.3,36153.0,3.9898076923076924
Lafourche,2018,95871.5533862206,2.0,212.16666666666666,90.5,36449.0,4.544615384615384
Lafourche,2019,103506.27233492857,2.0,247.83333333333334,92.5,36895.0,3.935769230769231
Lafourche,2020,109705.861631246,2.0,242.5,90.7,36645.0,3.111698113207547
Lafourche,2021,114913.04926041035,2.0,187.66666666666666,88.9,36412.0,2.957692307692308
Lafourche,2022,118839.78937281891,2.0,189.91666666666666,83.5,36828.0,5.344038461538461
Lafourche,2023,121807.71450812077,2.0,172.5,87.5,37397.0,6.806730769230769
Lafourche,2024,125648.94442268593,2.0,179.33333333333334,88.2,36363.0,6.721153846153846
Lafourche,2014,168474.84749281875,3.0,210.41666666666669,94.6,35329.0,4.168867924528302
Lafourche,2015,175366.76811708417,3.0,241.5,95.8,35592.0,3.8505769230769227
Lafourche,2016,178699.47880909638,3.0,240.66666666666666,102.2,35961.0,3.6540384615384616
Lafourche,2017,179139.83958343696,3.0,216.83333333333334,102.3,36153.0,3.9898076923076924
Lafourche,2018,179427.9742613749,3.0,212.16666666666666,90.5,36449.0,4.544615384615384
Lafourche,2019,185627.27780480217,3.0,247.83333333333334,92.5,36895.0,3.935769230769231
Lafourche,2020,194246.822865907,3.0,242.5,90.7,36645.0,3.111698113207547
Lafourche,2021,207201.9502538025,3.0,187.66666666666666,88.9,36412.0,2.957692307692308
Lafourche,2022,220528.33943594643,3.0,189.91666666666666,83.5,36828.0,5.344038461538461
Lafourche,2023,225116.49468121398,3.0,172.5,87.5,37397.0,6.806730769230769
Lafourche,2024,228811.29339065842,3.0,179.33333333333334,88.2,36363.0,6.721153846153846
Lafourche,2014,231194.81179576265,4.0,210.41666666666669,94.6,35329.0,4.168867924528302
Lafourche,2015,239974.5726488894,4.0,241.5,95.8,35592.0,3.8505769230769227
Lafourche,2016,244453.56351298126,4.0,240.66666666666666,102.2,35961.0,3.6540384615384616
Lafourche,2017,244624.01360257206,4.0,216.83333333333334,102.3,36153.0,3.9898076923076924
Lafourche,2018,244221.41653498253,4.0,212.16666666666666,90.5,36449.0,4.544615384615384
Lafourche,2019,249455.42834967203,4.0,247.83333333333334,92.5,36895.0,3.935769230769231
Lafourche,2020,260556.515724003,4.0,242.5,90.7,36645.0,3.111698113207547
Lafourche,2021,280707.4192131736,4.0,187.66666666666666,88.9,36412.0,2.957692307692308
Lafourche,2022,300798.4729994026,4.0,189.91666666666666,83.5,36828.0,5.344038461538461
Lafourche,2023,302967.50373373035,4.0,172.5,87.5,37397.0,6.806730769230769
Lafourche,2024,305010.17851879355,4.0,179.33333333333334,88.2,37397.0,6.721153846153846
Lincoln,2014,93195.85264513937,2.0,105.75,94.3,17060.0,4.168867924528302
Lincoln,2015,96811.03777647916,2.0,105.75,95.5,17169.0,3.8505769230769227
Lincoln,2016,103713.17318060486,2.0,99.16666666666667,96.0,17144.0,3.6540384615384616
Lincoln,2017,108312.1144977119,2.0,113.16666666666667,100.4,17370.0,3.9898076923076924
Lincoln,2018,111160.20879825392,2.0,87.75,87.1,17551.0,4.544615384615384
Lincoln,2019,112587.40062335455,2.0,100.16666666666667,88.9,17712.0,3.935769230769231
Lincoln,2020,117850.72773367776,2.0,103.25,70.5,17861.0,3.111698113207547
Lincoln,2021,126439.99593077904,2.0,97.41666666666667,52.1,17729.0,2.957692307692308
Lincoln,2022,135499.397144864,2.0,109.16666666666667,88.5,18043.0,5.344038461538461
Lincoln,2023,139387.43923294457,2.0,105.5,93.3,18341.0,6.806730769230769
Lincoln,2024,139138.78056100066,2.0,82.33333333333333,92.9,17700.5,6.721153846153846
Lincoln,2014,152123.21363227858,3.0,94.04166666666666,94.3,17060.0,4.168867924528302
Lincoln,2015,158970.5605868385,3.0,105.75,95.5,17169.0,3.8505769230769227
Lincoln,2016,167847.67260440128,3.0,99.16666666666667,96.0,17144.0,3.6540384615384616
Lincoln,2017,175506.38359793145,3.0,113.16666666666667,100.4,17370.0,3.9898076923076924
Lincoln,2018,181845.2520212819,3.0,87.75,87.1,17551.0,4.544615384615384
Lincoln,2019,186424.97439419548,3.0,100.16666666666667,88.9,17712.0,3.935769230769231
Lincoln,2020,192605.93491361066,3.0,103.25,70.5,17861.0,3.111698113207547
Lincoln,2021,205798.7872509835,3.0,97.41666666666667,52.1,17729.0,2.957692307692308
Lincoln,2022,223153.3114594617,3.0,109.16666666666667,88.5,18043.0,5.344038461538461
Lincoln,2023,228662.99774029164,3.0,105.5,93.3,18341.0,6.806730769230769
